name,img_link,description,description_url,short_description,type
Bromine,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpau-4cSfDxoOAU_SWLJXvOVbQVqhpmw_PTwoXvDamRpWgEqKo,Bromine is a chemical element; it has symbol Br and atomic number 35. It is a volatile red-brown liquid at room temperature that evaporates readily to form a similarly coloured vapour. Its properties are intermediate between those of chlorine and iodine.,https://en.wikipedia.org/wiki/Bromine,Chemical element,['Thing']
Witch's broom,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTqFd86eMZkNS-DI0mxtiIcfY8RLtyz9z_ng6q3xnA3azC6Knnm,"Witch's broom or witches' broom is a deformity in a woody plant, typically a tree, where the natural structure of the plant is changed. A dense mass of shoots grows from a single point, with the resulting structure resembling a broom or a bird's nest. It is sometimes caused by pathogens.",https://en.wikipedia.org/wiki/Witch's_broom,,['Thing']
Broomall,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSmtYRd_8uvcNr3ozOB9PBl20QlgDaA6jzeqYWI6tWSYLb93WWF,"Broomall is a census-designated place in Marple Township, Delaware County, Pennsylvania, United States. The population was 10,789 at the 2010 census.","https://en.wikipedia.org/wiki/Broomall,_Pennsylvania",Census-designated place in Pennsylvania,"['Place', 'Thing']"
Scary Movie 3,,"Scary Movie 3 is a 2003 American parody film directed by David Zucker. It is the sequel to Scary Movie 2 and is the third film in the Scary Movie film series. The film parodies the horror, sci-fi, and mystery genres.",https://en.wikipedia.org/wiki/Scary_Movie_3,2003 film,"['Thing', 'Movie']"
Broome County,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTvWWZlTZ_7VHypdf9lSTXc6epxn98u_TBplpIiYeoMgeUI9k98,"Broome County is a county in the U.S. state of New York. As of the 2020 United States census, the county had a population of 198,683. Its county seat is Binghamton. The county was named for John Broome, the state's lieutenant governor when Broome County was created.
The county is part of the Binghamton, NY Metropolitan Statistical Area. It is home to Binghamton University, one of four university centers in the State University of New York system.","https://en.wikipedia.org/wiki/Broome_County,_New_York",County in New York State,"['Place', 'Thing', 'AdministrativeArea']"
Besom,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ8H6p-tT4IeOhmpcWVXPdVaveF3QHasdOcwxxHnMZ2epSIoWyG,"A besom is a broom, a household implement used for sweeping. The term is mostly reserved for a traditional broom constructed from a bundle of twigs tied to a stout pole. The twigs used could be broom, heather or similar. The song ""Buy Broom Buzzems"" from Northern England refers to both types of twig. From the phrase broom besom the more common broom comes.",https://en.wikipedia.org/wiki/Besom,,['Thing']
Manuka,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS-BqL91TtbvutPHU5WFvGU8Qh26D_DFalrTMke6S5goEU9XA8l,"Leptospermum scoparium, commonly called mānuka, mānuka myrtle, New Zealand teatree, broom tea-tree, or just tea tree, is a species of flowering plant in the myrtle family Myrtaceae, native to New Zealand and south-east Australia.",https://en.wikipedia.org/wiki/Leptospermum_scoparium,Plant,['Thing']
Mop,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQuAIqx0tO4OKtLGNj9ol_wFmvbYLm_ecVGTLfxqLEPGw6YJGzN,"A mop is a mass or bundle of coarse strings or yarn, etc., or a piece of cloth, sponge or other absorbent material, attached to a pole or stick.",https://en.wikipedia.org/wiki/Mop,,['Thing']
Moped,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT9joUSyP8V_eJ3wReSWWsP_dDrfa0AMi5rjMHLkQnFRDZYU_EI,"A moped is a type of small motorcycle, generally having a less stringent licensing requirement than full motorcycles or automobiles. Historically, the term exclusively meant a similar vehicle with both bicycle pedals and a motorcycle engine. Mopeds typically travel only slightly faster than bicycles on public roads.
Traditional mopeds are distinguishable by their pedals, similar to a bicycle.",https://en.wikipedia.org/wiki/Moped,,['Thing']
Pug,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRd3qFUsIN0vukfhV39qobkM2Ewg9s8UA3CiULf6posWACnaFll,"The Pug is a breed of dog originally from China, with physically distinctive features of a wrinkly, short-muzzled face, and curled tail.",https://en.wikipedia.org/wiki/Pug,Dog breed,['Thing']
Baseboard,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSzcDm2FgrB7oe0IsQ-Pc9XQp66mmGX0BHnXMkOLVNKxwPGh-tG,"In architecture, a baseboard is usually wooden, MDF or vinyl board covering the lowest part of an interior wall. Its purpose is to cover the joint between the wall surface and the floor.",https://en.wikipedia.org/wiki/Baseboard,,['Thing']
Malayalam,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRDx1VnEVDjwYxnSqf9qJ5q5gmGwjAhIy4kWt8azpnXPmVSjKHh,"Malayalam is a Dravidian language spoken in the Indian state of Kerala and the union territories of Lakshadweep and Puducherry by the Malayali people. It is one of 22 scheduled languages of India. Malayalam was designated a ""Classical Language of India"" in 2013.",https://en.wikipedia.org/wiki/Malayalam,Spoken language,['Thing']
Monk parakeet,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzRo0ddAkkB3TxjwKrZH6f2n42XxBLT0ZjRLKHVOslF-ZgRyiF,"The monk parakeet, also known as the monk parrot or Quaker parrot, is a species of true parrot in the family Psittacidae. It is a small, bright-green parrot with a greyish breast and greenish-yellow abdomen. Its average lifespan is 20–30 years.",https://en.wikipedia.org/wiki/Monk_parakeet,,['Thing']
Ministry of Public Health of Thailand,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTNKVRhsrgR8kMYt1iqF3wL20DTn6-kmujKQJOCQY_XzRycG_lg,The Ministry of Public Health is a Thai governmental body responsible for the oversight of public health in Thailand. It is commonly referred to in Thailand by its abbreviation so tho.,https://en.wikipedia.org/wiki/Ministry_of_Public_Health_(Thailand),Government ministry,"['Corporation', 'Organization', 'Thing', 'GovernmentOrganization']"
M.O.P.,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTKQDFKWVh4rXv7BRVsXATtwFMAnnhra29wMhzDjDp8boUYcIiN,"M.O.P. is an American hip hop duo composed of East Coast rappers Billy Danze and Lil' Fame. After years of mostly underground success, they gained more mainstream recognition in 2000 with the song ""Ante Up"", which would become their biggest hit.",https://en.wikipedia.org/wiki/M.O.P.,Hip hop duo,"['Thing', 'MusicGroup']"
Mops,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQhGeh8ZG37C9VXIIzXx_dhMqaBqSSXZhTVHK7I6SGt57IcjHt2,"Mops is a genus of bats in the family Molossidae. Molecular sequence data indicates that Mops and Chaerephon are not monophyletic taxa. However, the grouping of Chaerephon and Mops was found to be monophyletic when excluding C. jobimena.
Species within this genus are:
Genus Mops - greater mastiff bats
Duke of Abruzzi's free-tailed bat, Mops aloysiisabaudiae
Ansorge's free-tailed bat, Mops ansorgei
Mops atsinanana
Bakari's free-tailed bat, Mops bakarii
Gland-tailed free-tailed bat, Mops bemmeleni
Spotted free-tailed bat, Mops bivittatus
Sierra Leone free-tailed bat, Mops brachypterus
Fijian mastiff bat, Mops bregullae
Chapin's free-tailed bat, Mops chapini
Angolan free-tailed bat, Mops condylurus
Medje free-tailed bat, Mops congicus
Mongalla free-tailed bat, Mops demonstrator
Gallagher's free-tailed bat, Mops gallagheri
Northern freetail bat, Mops jobensis
Mops jobimena
Northern free-tailed bat, Mops johorensis
Grandidier's free-tailed bat, Mops leucogaster
Malagasy white-bellied free-tailed bat, Mops leucostigma
Lappet-eared free-tailed bat, Mops major
Midas free-tailed bat, Mops midas
Malayan free-tailed bat, Mops mops
Dwarf free-tailed bat, Mops nanulus",https://en.wikipedia.org/wiki/Mops_(bat),Animal,['Thing']
Morepork,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTwK_EmtA2N-PK0IpN_1XQqflLcYQWLeXZS9zL7u3DJ6tzhEMzs,"The morepork, also called the mopoke or the ruru, is a small brown owl found in New Zealand, Norfolk Island and formerly Lord Howe Island.",https://en.wikipedia.org/wiki/Morepork,Birds,['Thing']
Mopti,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQl_C2gT2dXfg7cE326couLOG-wN6pqVAx1ecewEo2-4CM0pBTa,Mopti is a town and an urban commune in the Inner Niger Delta region of Mali. The town is the capital of the Mopti Cercle and the Mopti Region.,https://en.wikipedia.org/wiki/Mopti,Town in Mali,"['City', 'Thing', 'Place']"
Pine grosbeak,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQxCM3y-W6i7eqNC-j4bYjgtgf88sX1TDEV51g_JLMaRCY3Y_CY,"The pine grosbeak is a large member of the true finch family, Fringillidae. It is the only species in the genus Pinicola. It is found in coniferous woods across Alaska, the western mountains of the United States, Canada, and in subarctic Fennoscandia and across the Palearctic to Siberia.",https://en.wikipedia.org/wiki/Pine_grosbeak,Birds,['Thing']
Mopar,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT3CuWHFudh31clAO_-VDRazEeApTCHuKw-sUzkLvmrKXM0zXfd,"Mopar is the parts, service, and customer care division of the former Chrysler Corporation, now owned by Netherlands-based automobile manufacturer Stellantis. It serves as a primary OEM accessory seller for Stellantis brands under the Mopar brand. The name is a portmanteau of the words ""MOtor"" and ""PARts"".",https://en.wikipedia.org/wiki/Mopar,,"['Organization', 'Thing']"
Morrissey,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSMUVnLgk5KgfKEeqcvfFzZe6wlB-SOLrx4C4MhTBXxUtGAiR2w,"Steven Patrick Morrissey, known mononymously as Morrissey, is an English singer and songwriter. He came to prominence as the frontman and lyricist of rock band the Smiths, who were active from 1982 to 1987.",https://en.wikipedia.org/wiki/Morrissey,English singer-songwriter,"['Person', 'Thing']"
M.O.P. Vaishnav College for Women,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTDBjykAgdiiL_HusTSNRV6Z-YSuTb2kCLE4NKpZ0903GLB3oEk,"M.O.P. Vaishnav College for Women is an arts and science college located in Chennai, Tamil Nadu in southern India. It is affiliated with the University of Madras. The current principal is Dr. Archna Prasad.",https://en.wikipedia.org/wiki/M.O.P._Vaishnav_College_for_Women,"College in Chennai, India","['CollegeOrUniversity', 'Organization', 'Place', 'Thing', 'EducationalOrganization']"
Hydrangea macrophylla,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSmDsRT52MuFtcWF_drH5yzh1LoijSvGd0F3KPcqL4fFDVYG8if,"Hydrangea macrophylla is a species of flowering plant in the family Hydrangeaceae, native to China. It is a deciduous shrub growing to 2 m tall by 2.5 m broad with large heads of pink or blue flowers in summer and autumn.",https://en.wikipedia.org/wiki/Hydrangea_macrophylla,Plant,['Thing']
Mope,,"""Mope"" is a song by American comedy rock band Bloodhound Gang, released in September 2000 as the fourth single from their third studio album Hooray for Boobies.",https://en.wikipedia.org/wiki/Mope,Song,"['MusicComposition', 'Thing']"
Mopani District Municipality,,"The Mopani District Municipality is one of the 5 districts of the Limpopo province of South Africa. The seat of the district is Giyani. According to the 2016 Community Survey, it had a population of 1,159,185. The district code is DC33.",https://en.wikipedia.org/wiki/Mopani_District_Municipality,Municipality in South Africa,"['Place', 'Thing']"
Rest area,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5T_cIn6bx6PhiRHqvRSdpyeprgXDQj3H-HimH1lYJUA0ezqza,"A rest area is a public facility located next to a large thoroughfare such as a motorway, expressway, or highway, at which drivers and passengers can rest, eat, or refuel without exiting onto secondary roads.",https://en.wikipedia.org/wiki/Rest_area,,['Thing']
Sarika,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRaZazeUgMv_nWl-n95EB-Vzs6B-VANtb6qZ0d6UFvoRHDzG4Qj,"Sarika Thakur is an Indian actress and costume designer. In 2005, she won the National Film Award for Best Actress for the English-language film Parzania. She was also awarded the National Film Award for Best Costume Design for her work in Hey Ram.",https://en.wikipedia.org/wiki/Sarika,Indian actress and costume designer,"['Person', 'Thing']"
Bucket,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTDgASrGvmVksBu452eKP_CoEonTvCgnrkA1kccknkFAJ7MyqEK,"A bucket is typically a watertight, vertical cylinder or truncated cone or square, with an open top and a flat bottom, attached to a semicircular carrying handle called the bail.
A bucket is usually an open-top container. In contrast, a pail can have a top or lid and is a shipping container. In common usage, the two terms are often used interchangeably.",https://en.wikipedia.org/wiki/Bucket,,['Thing']
Zom 100: Bucket List of the Dead,,"Zom 100: Bucket List of the Dead is a Japanese manga series written by Haro Aso and illustrated by Kotaro Takata. It has been serialized in Shogakukan's seinen manga magazine Monthly Sunday Gene-X since October 2018, with its chapters collected in sixteen tankōbon volumes as of February 2024.",https://en.wikipedia.org/wiki/Zom_100:_Bucket_List_of_the_Dead,Manga series,"['BookSeries', 'Thing']"
Bucket hat,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQCMpAITMOV34djpUYdDqUpvZkXr_cUqKf50MGmOqYjfKjcIGlx,"A bucket hat is a hat with a narrow, downward-sloping brim. Typically, the hat is made from heavy-duty cotton fabric such as denim or canvas, or heavy wool such as tweed, sometimes with metal eyelets placed on the crown of the hat for ventilation.",https://en.wikipedia.org/wiki/Bucket_hat,,['Thing']
Bucket,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ0EFR4l_diK26Ojy920eZ4Yh-dwtIoowa-Hg6TvSZZWyGX8Wl9,"A bucket is a specialized container attached to a machine, as compared to a bucket adapted for manual use by a human being. It is a bulk material handling component.",https://en.wikipedia.org/wiki/Bucket_(machine_part),,['Thing']
Buckethead,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcS2c627C85AMImh5a15YWdb_xmcWNhzrA4szPwmRBMgTKxBNu-T,"Brian Patrick Carroll, known professionally as Buckethead, is an American guitarist, songwriter, and multi-instrumentalist. He has received critical acclaim for his innovative virtuose electric guitar playing.",https://en.wikipedia.org/wiki/Buckethead,American guitarist and songwriter,"['Person', 'Thing']"
Loader,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlOr6GzK5Hjvv8wv32axObb6jbK7GPt4h2_pgnar53qW3VWAic,"A loader is a heavy equipment machine used in construction to move or load materials such as soil, rock, sand, demolition debris, etc. into or onto another type of machinery.",https://en.wikipedia.org/wiki/Loader_(equipment),,['Thing']
The Bucket List,,"The Bucket List is a 2007 American buddy comedy-drama film directed and produced by Rob Reiner, written by Justin Zackham, and starring Jack Nicholson and Morgan Freeman.",https://en.wikipedia.org/wiki/The_Bucket_List,2007 film,"['Thing', 'Movie']"
Jimmy Butler,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSccW5geBXdxGqJUZeYYHeX_y0IP0x9tZG8408qfHOVpg3bqazl,"Jimmy Butler III is an American professional basketball player for the Miami Heat of the National Basketball Association. Nicknamed ""Jimmy Buckets"" and ""Playoff Jimmy"", he is a six-time NBA All-Star, a five-time All-NBA Team honoree, and a five-time NBA All-Defensive Second Team honoree.",https://en.wikipedia.org/wiki/Jimmy_Butler,American basketball player,"['Person', 'Thing']"
Gravity bong,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRwNdVjKrGXbNgJASSRSfWNrW1wNFpc1xaEb2vnge8ReLQEGXBN,"A gravity bong, also known as a GB, bucket bong, grav, geeb, gibby, yoin, or ghetto bong, is a method of consuming smokable substances such as cannabis.",https://en.wikipedia.org/wiki/Gravity_bong,,['Thing']
Gary Glitter,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqEqbzU3Chqs7PilxL8uYy8iWOrUDohjDz16lVCvbM19Mx0Oyw,"Paul Francis Gadd, better known by his stage name Gary Glitter, is an English former singer who achieved fame and success during the 1970s and 1980s. His career ended after he was convicted of downloading child pornography in 1999. He was also convicted of child sexual abuse in 2006 and a series of sexual offences in 2015.",https://en.wikipedia.org/wiki/Gary_Glitter,,"['Person', 'Thing']"
